,Characters,Quotes
86,Ipgee,"Well that's your job, whether you like it or not. And it's my job to make you do your job whether I like it or not, which I do, very much! Now get to work!  Life is good!"
87,Fry,Why would a robot need to drink?
88,Bender,"I don't need to drink, I can quit anytime I want!  So they made you a delivery boy, huh? Man, that's as bad as my job."
89,Fry,"Really? What do you do, Bender?"
90,Bender,"I'm a bender. I bend girders, that's all I'm programmed to do."
91,Fry,You any good at it?
92,Bender,You kidding? I was a star! I could bend a girder to any angle
93,Fry,What?
94,Bender,"Suicide booths!  Well, Fry, it was a pleasure meeting you. I'm gonna go kill myself."
95,Fry,Wait! You're the only friend I have!
96,Bender,You really want a robot for a friend?
97,Fry,"Yeah, ever since I was six."
98,Bender,"Well, OK. But I don't want people thinking we're robo-sexuals. So, if anyone asks, you're my debugger."
99,Fry,"Oh, no, it's the Cyclops!  Don't look! Don't look!"
100,Bender,I'm not looking!
101,Leela,This is officer 1B-DI requesting back-up.
102,Smitty,We'll be there in five minutes.
103,Bender,We can hide in here. It's free on Tuesdays!
104,Nimoy,Welcome to the Head Museum. I'm Leonard Nimoy.
105,Fry,Spock? Hey! Hey... Do the thing!
106,Nimoy,I don't do that anymore.
107,Fry,This is unbelievable! What do you heads do all day?
108,Nimoy,We share our wisdom with those who seek it. It's a life of quiet dignity.
109,Woman,Feeding time!
110,Leela,"Hmm.  I'm sorry, Fry, but I have to install your career chip."
111,Fry,"Yeah, well, if you're sorry why are you doing it?"
112,Leela,It's my job. You gotta do what you gotta do!  Watch it!
113,Nixon,That's it! You just made my list!
114,Fry,"Ow! Stop it! Down, boy! Bad president!"
115,Smitty,"Alright, buddy, step away from the head!"
116,URL,I'm gonna get 24th century on his ass!
117,Leela,"Please, officers, there's no need to use force."
118,URL,"Let us handle this, weird-y."
119,Leela,"Oh, come on, he's just a poor kid from the Stupid Ages."
120,Smitty,"Keep your big nose out of this, eyeball!"
121,Leela,No-one makes fun of my nose.
122,URL,Damn!
123,Leela,You guys were totally out of control.
124,Smitty,It's our job. We're peace officers.
125,URL,"Yeah, you know the law"
126,Bender,"Oh, we're trapped!"
127,Fry,"Wait a second. You're a bender, right? We can get out of here if you just bend the bars."
128,Bender,"Dream on, skin tube. I'm only programmed to bend for constructive purposes. What do I look like, a de-bender?"
129,Fry,Who cares what you're programmed for. If someone programmed you to jump off a bridge would you do it?
130,Bender,I'll have to check my program ... yep.
131,Leela,Open up!
132,Fry,"C'mon, Bender! It's up to you to make your own decisions in life. That's what separates people and robots from animals ... and animal robots."
133,Bender,"You're full of crap, Fry!  You make a persuasive argument, Fry."
134,Fry,"Come on, Bender! You can do it."
135,Bender,Can't ... I ... can't ... do ... it!
136,Fry,Yes!
137,Bender,"You were right, Fry! From now on I'm going to bend what I want, when I want, who I want! I'm unstoppable!"
138,Fry,I don't know how you did that.
139,Leela,Wait!
140,Bender,"No, thanks."
141,Bender,Looks like one of us will have to bend this grate.
142,Fry,Good Lord! What is this?
143,Bender,"It's the decaying ruins of Old New York. Welcome home, pal!"
144,Fry,"It's my old neighbourhood. Man, this brings back a lot of memories."
145,Bender,"Keep 'em to yourself, Pops!"
146,Fry,This is where I brought my girlfriend on our very first date.
147,Fry,My God! She's gone. Everyone I ever knew or cared about is gone.
148,Bender,Wait! There's someone you know!
149,Fry,"Oh, can't you leave me alone? I'm miserable enough already."
150,Leela,"Look, I know it's not much consolation but I understand how you feel."
151,Fry,"No, you don't. I've got no home, no family--"
152,Bender,No friends.
153,Fry,My whole world is gone. You can't possibly understand what it feels like to be so alone.
154,Leela,I understand. I'm the only one-eyed alien on this whole planet. My parents abandoned me here as a baby and I don't even know what galaxy they were from. I know how it feels to be alone.
155,Fry,"Look, Leela, I don't understand this world but you obviously do, so I give up. If you really think I should be a delivery boy, I'll do it.  Your chip. What are you doing?"
156,Leela,Quitting.
157,Fry,Why?
158,Leela,Because I've always wanted to. I just never realised it before I met you.
159,Fry,What is the matter with you?
160,Bender,I just wanted to be part of the moment.
161,Leela,Hey! He stole my ring!
162,Bender,"Sorry.  Well, that solves the mystery of the missing ring. This calls for a drink."
163,Leela,I don't wanna spoil the party but we're all job deserters now. We're unemployed and we have nowhere to go.
164,Fry,Correction
165,Clark,"Hello, I'm Dick Clark's head. Welcome to a special year 3000 edition of New Year's Rockin' Eve!"
166,Farnsworth,Who are you?
167,Fry,I'm your dear old Uncle Fry.
168,Farnsworth,I don't have an Uncle Fry.
169,Bender,You do now!
170,Farnsworth,"By God, I am your nephew! This is absolutely incredible!"
171,Bender,Can we have some money?
172,Farnsworth,"Oh, my, no."
173,Farnsworth,Let me show you around. That's my lab table and this is my work-stool. And over there is my intergalactic spaceship!  And here's where I keep assorted lengths of wire.
174,Fry,Whoa! A real live spaceship!
175,Farnsworth,I designed it myself. Let me show you some of the different lengths of wire I used.
176,Smitty,"Attention, job deserters! Come out with your hands up. We have you partially surrounded."
177,Fry,No!
178,Nixon,Get those bums!
179,Bender,"Well, we're boned!"
180,Leela,Can't we get away in the ship?
181,Farnsworth,I suppose it is technically possible. Though I am already in my pyjamas.
182,Fry,I'll get us out of here.
183,Farnsworth,Can anyone drive stick?
184,Leela,I can. As long as I don't have to parallel park.
185,URL,"If they try to take off, give 'em an ass-ful of laser."
186,Leela,Prepare for lift-off. Ten.
187,Crowd,Nine!
188,Crowd,Amania!
189,Crowd,Seven!
190,Aliens,Six.
191,Terry,Five!
192,Nimoy,Four.
193,Farnsworth,Three.
194,Bender,Two.
195,Leela,One!
196,Fry,Blast-off!
197,Nixon,Fire! Fire!
198,Smitty,I can't see nothing. Pretty though!
199,Fry,"So, I guess, without jobs, we'll be fugitives forever."
200,Farnsworth,"Not necessarily. Are you three, by any chance, interested in becoming my new spaceship crew?"
201,Bender,New crew? W-What happened to the old crew?
202,Farnsworth,Of those poor sons of-- But that's not important. The important thing is I need a new crew. Anyone interested?
203,Fry,Yes! Yes! That's exactly the job I've always wanted!
204,Leela,"Thanks for the offer, Professor, but we don't have the proper career chips."
205,Farnsworth,"Oh, that won't be a problem. As luck would have it, I saved the chips from my previous crew."
206,Fry,This is awesome! Are we gonna fly through space fighting monsters and teaching alien women to lurve?
207,Farnsworth,"If by that you mean ""transporting cargo"" then yes. It's a little home business I started to fund my research."
208,Fry,Cool! What's my job gonna be?
209,Farnsworth,You will be responsible for ensuring that the cargo reaches its destination.
210,Fry,"So, I'm gonna be a delivery boy?"
211,Farnsworth,Exactly!
212,Fry,Alright! I'm a delivery boy!
213,Farnsworth,"As new employees, I'd like your opinion on our commercial. I paid to have it air during the Super Bowl."
214,Fry,Wow!
215,Farnsworth,"Not on the same channel, of course."
216,Announcer,Interplanetary deliveries - what a headache!
217,Horrible Gelatinous Blob,Evans! Where's that package from Earth?
218,Man,I'm not Evans!
219,Horrible Gelatinous Blob,He should've used Planet Express!
220,Announcer,"When those other companies aren't brave or foolhardy enough to go, trust Planet Express for reliable, on time delivery."
221,Evans,"Here's your package, Mr. Horrible Gelatinous Blob."
222,Horrible Gelatinous Blob,"Good work, Evans! You've got a future around here."
223,Evans,"Thank you, sir!"
224,Announcer,Planet Express
225,Fry,Are there really giant birds like that?
226,Farnsworth,"No, no! That was all just special effects! Now let's have breakfast. I hope everyone likes eggs."
227,Fry,I'm never going to get used to the 31st century.  Caffinated bacon? Baconated grapefruit? Admiral Crunch?
228,Leela,"Well, if you don't like that, try some Archduke Chocula."
229,Farnsworth,"Ah, Hermes! Crew, meet Hermes Conrad. He manages my delivery business, pays the bills, notifies next of kin, what have you."
230,Hermes,Someone come and dropped this package through the slot last night. Now which one of you is the captain?
231,Farnsworth,"Oh, my! I haven't picked a new captain yet. It's always so hard to choose."
232,Fry,"Ooh! Ooh, ooh, ooh!"
233,Farnsworth,"Hmm, you!"
234,Hermes,"OK, Captain, this is just a standard legal release protecting Planet Express from lawsuits in the event of the unforeseen."
235,Leela,Death by airlock failure.
236,Hermes,Mm.
237,Leela,Death by brain parasite.
238,Hermes,Yeah.
239,Leela,Death by sonic diarrhoea?
240,Hermes,"Oh, you don't want that!"
241,Leela,"Look, I don't know about any of your previous captains but I intend to do as little dying as possible."
242,Hermes,Sign the paper!
243,Farnsworth,"Now, Fry, before you go into space you'll need to see our staff doctor. I should warn you though, he's a little ... unusual.  He wears sandals!"
244,Fry,Hi--
245,Farnsworth,"Dr. Zoidberg, this is Fry, the new delivery boy. He needs a physical."
246,Zoidberg,"Excellent, excellent!"
247,Farnsworth,You'll be fine.
248,Zoidberg,"Now open your mouth and let's have a look at that brain.  No, no, no, no, no, not that mouth!"
249,Fry,I only have one.
250,Zoidberg,Really?
251,Fry,"Uh, is there a human doctor around?"
252,Zoidberg,"Young lady, I'm an expert on humans. Now pick a mouth, open it and say...  What? My mother was a saint! Get out!"
253,Farnsworth,"Dear Lord, Bender, you're filthy."
254,Bender,"Yeah, like you don't have crap in your neck!"
255,Farnsworth,"Amy, why don't you give his body a going over with the cleaning pick?"
256,Amy,OK. Does it hurt when I go like this?
257,Leela,Ow!
258,Bender,A little.
259,Fry,"Well, the doctor says I'm as healthy as a crab. Can I go into space now?"
260,Farnsworth,"As soon as we finish cleaning Bender. Oh, and Fry, this is our intern, Amy Wong. She's an engineering student of mine.  I like having her around because she's the same blood type as me."
261,Amy,"Hey! You're the unfrozen guy! From the 20th century, right?"
262,Fry,Last time I checked.
263,Leela,Hang on. Amy Wong? Of the Mars Wongs?
264,Amy,"Look, we're not as rich as everybody says."
265,Leela,Uh-huh! What sorority do you belong to?
266,Amy,Kappa Kappa Wong.
267,Bender,"Hey, rich girl. Look over here! It's me, Bender. I'm being entertaining.  Alright, show's over, I'm tired."
268,Farnsworth,"Ah, to be young again. And also a robot. Now, as I recall, you youngsters have a package to deliver."
269,Fry,"Finally! Come on, Bender. Let's mosey!"
270,Bender,"Nice catch, idiot!"
271,Fry,So where are we going anyway?
272,Leela,Nowhere special. The moon.
273,Fry,The moon? The moon moon? Wow! I'm gonna be a famous hero just like Neil Armstrong and those other brave guys no one ever heard of!
274,Amy,"Oh, I love stuff like the moon! Can I come, Leela?"
275,Leela,Well ... I guess so. Just be careful. I'd like to hold off any major screw-ups until at least my second day as captain.
276,Farnsworth,"Nothing will go wrong.  If something goes wrong, bring back the blood."
277,Fry,Can I do the countdown?
278,Leela,"Huh? Oh, sure. Knock yourself out."
279,Fry,Ten ...  ... nine--
280,Leela,"OK, we're here!"
281,Fry,Eightsevensixfivefourthreetwooneblastoff!
282,Fry,Hurry up! I wanna see the moon!
283,Leela,Relax. It's open till 9.
284,Fry,That's one small step for Fry--
285,Man,And one giant line for admission!
286,Fry,"Wow!  Um, can I have cuts?"
287,Man,Hmm ... no!
288,Fry,You're not gonna believe this but they landed an amusement park on the moon!
289,Amy,Guh! It's the happiest place orbiting Earth.
290,Fry,"Let's go, already!"
291,Leela,"Fry, we have a crate to deliver."
292,Fry,Let's just dump it in the sewer and say we delivered it.
293,Bender,Too much work. Let's burn it and say we dumped it in the sewer.
294,Leela,"OK, if everyone's finished being stupid--"
295,Fry,I had more but you go ahead.
296,Leela,We'll deliver that crate like professionals and then we'll go home.
297,Fry,But I've never been to the moon before.
298,Leela,"Alright. We'll deliver that crate like professionals ... and then we'll go ride the bumper cars.  Amy, why don't you help Fry hoist down the crate. Then lock up when you're done. Just be careful."
299,Amy,"Aye, aye, Captain! I mean only one eye. I mean, yes, sir-- Um, ma'am!"
300,Amy,Clear?
301,Fry,Clear!
302,Amy,Ready to hoist?
303,Fry,Ready!
304,Amy,Ow!
305,Fry,My first space delivery.
306,Fry,"Uh, greetings, Moon Man. We come in peace. I am Fry from the planet Earth."
307,Sal,"Wise guy, huh? If I wasn't so lazy I'd punch you in the stomach."
308,Fry,"But you are lazy, right?"
309,Sal,"Oh, don't get me started."
310,Craterface,"Hi, I'm Craterface! Welcome to Luna Park. I'll have to confiscate your alcohol, sir."
311,Bender,Better mascots than you have tried.
312,Craterface,At least I still have my self respect!
313,Leela,Who buys this trash?
314,Bender,Idiots who need gifts for other idiots.
315,Fry,"Hey, I got you guys refrigerator magnets."
316,Bender,Get it off! Get it off! Get it-- Uh-oh!  Keep those things off of me! Magnets screw up my inhibition unit!
317,Fry,So you flip out and start acting like some crazy folk singer?
318,Bender,Yes. I guess a robot would have to be crazy to wanna be a folk singer.
319,Whalerbots,"We're whalers on the moon,
We carry a harpoon,
But there ain't no whales,
So we tell our tall tale,
And sing our whaling tune!"
320,Whalerbot,"Bender, hey, Bender! Over here!"
321,Bender,"Oh, jeez! I went to high school with that guy!"
322,Announcer,Monsanto presents
323,Gopher #1,Why does a moon rock taste better than an Earth rock?
324,Gopher #2,Because it's a little meteor!
325,Fry,This is weak!
326,Gopher #1,Address all complaints to the Monsanto corporation.
327,Leela,"What's wrong, Fry?"
328,Fry,"I don't know. This place is great and all but its just so artificial. The gravity, the air, the gophers. You might as well stay on Earth.  That's what I came to see! I wanna go out there and jump around like an astronaut. Screw this phoney stuff!"
329,Leela,But the phoney stuff is what's fun. It's boring out there.
330,Bender,Yeah! You're the kind of guy who visits Jerusalem and doesn't want to see the Sexeteria!
331,Leela,Maybe I should take Fry on the Luna Rover ride. You get to wear a space suit and drive around on the surface. And the line's short because it's educational.
332,Fry,I don't care how educational it is. Let's do it!
333,Bender,Next year in Jerusalem!
334,Fry,Finally! Get ready for some serious moon action.
335,Narrator,The story of lunar exploration started with one man. A man with a dream.
336,Ralph Kramden-bot,"One of these days, Alice. Bang! Zoom! Straight to the moon!"
337,Leela,"Wow, I never realised the first astronauts were so fat!"
338,Fry,"That's not an astronaut, it's a TV comedian. And he was just using space travel as a metaphor for beating his wife."
339,Amy,Wow! I could swear I was really playing virtual skeeball!  Hm?
340,Bender,"Look, it's that crate we were gonna throw in the sewer."
341,Amy,The keys to the ship!  They must have fallen into the crate! Leela's gonna kill me!
342,Bender,Nah. She'll probably make me do it.
343,Amy,Mister? Could you please get those keys out for me?
344,Sal,What do I look like? A guy who's not lazy?
345,Narrator,"No one knows where, when or how Man first landed on the moon."
346,Fry,I do.
347,Narrator,But our fun-gineers think it might have happened something like this
348,Whalerbots,"We're whalers on the moon,"
349,Gophers,"We carry a harpoon,"
350,Whalerbots,and   But there ain't no whales so we tell a tall tale...
351,Leela,And sing a whaling tune. We're whalers on the moon--
352,Fry,That's not how it happened.
353,Leela,"Oh, really? I don't see you with a fun-gineering degree!"
354,Fry,This is stupid. I'm taking this thing out to the real moon.
355,Leela,"Fry, no. This is my first mission and I'm not gonna let us get in any trouble. Besides, the car's on a track."
356,Fry,Not for long!
357,Whalerbot,Ooh! Ah! I died doin' what I loved.
358,Leela,"OK, you're on the surface. Now I'll give you 10 minutes. Then you'll get bored, turn around and apologise for being such a jerk. Agreed?"
359,Fry,Agreed.  Yeah! Crank up the radio!
360,Whalerbots,We're whalers on the--
361,Fry,Yee-haw!
362,Leela,Time's up. Make a U-turn at the next crater.
363,Fry,"No, not yet. How 'bout we go look for the original moon landing site?"
364,Leela,That's crazy! It's been lost for centuries!
365,Fry,Well I'm feelin' lucky!  Uh ... I'm ready to go back now.
366,Fry,We're gonna die! It's every man for himself!  You did it! We're safe!
367,Leela,No. Now we're gonna die.
368,Fry,It's every man for himself.
369,Bender,"Hey, look what I won from a tourist's pocket!"
370,Amy,Shut up. You're distracting me.
371,Bender,"Come on, it's just like making love. Y'know"
372,Amy,I know how to make love!
373,Bender,"Here, let me do it.  Uh, that's the woman who programmed me for evil!"
374,Bender,"Yeah, well, I'm gonna go build my own theme park, with blackjack and hookers. In fact, forget the park!"
375,Fry,"I'm sorry, Leela, I can't go on any further. Just leave me to die in that barn over there."
376,Leela,Thank God!
377,Hydroponic Farmer,"Trespassers, eh?"
378,Fry,"No, sir. We're amusement park patrons."
379,Farmer,"Ooh, that's a wicked sinful place. Tilt-a-whirl's OK, but the rest is mighty wicked."
380,Leela,Our car broke down and we're out of oxygen. Can we borrow some?
381,Farmer,"Huh, borry? Looky here, city girl, oxygen don't grow on trees. You'll have to earn it doing chores on my hydroponic farm. You can go back to your precious theme park at sun up."
382,Fry,I guess we could do chores for a few hours.
383,Leela,"Fry, night lasts two weeks on the moon."
384,Farmer,Yup. Drops down to -173!
385,Fry,Fahrenheit or Celsius?
386,Farmer,"First one, then th'other. And them spacesuits ain't a-heated so you ain't goin' nowhere till sunrise. You can sleep in the barn. Just don't be a-touchin' my three beautiful robot daughters. Y'hear?"
387,Fry,Robot daughters?
388,Farmer,This here is Lulabelle 7.
389,Lulabelle 7,Yoo-hoo!
390,Farmer,Daisy-Mae 128K.
391,Daisy-Mae 128K,Yoo-hoo!
392,Farmer,And the Crushinator.
393,Crushinator,Yoo-hoo.
394,Fry,Whoa!
395,Leela,"I told you to turn around and go back to the park. But oh, no, the park was too phoney. We had to see the real moon."
396,Fry,And it was great! We got to see craters and rocks and that one incredible rock that looked like a crater and ... and these fellas.
397,Leela,"Fry, face it"
398,Fry,I guess I can't.
399,Farmer,I'll learn ye to sleep with my robot daughters!
400,Bender,He'll never find me in here.
401,Leela,Bender?
402,Fry,"Oh, Bender. You didn't touch the Crushinator, did you?"
403,Bender,Of course not. A lady that fine you gotta romance first.
404,Farmer,"Oh, no you don't! C'mere, Crushinator."
405,Crushinator,"Yes, Pa."
406,Fry,It's too low.
407,Leela,Hang on. Hang on. Jump!  Hold on to your helmet!
408,Farmer,"God darn it, Crushinator, jump!"
409,Crushinator,"No, Pa. I love him."
410,Fry,"Hey, cool! Dark side of the moon!"
411,Leela,"Nightfall's coming.  Hurry, before we freeze."
412,Bender,"What do you mean ""we"", mammal?"
413,Farnsworth,"Oh, dear! I really ought to do something. But I am already in my pyjamas."
414,Leela,We can't outrun it forever.
415,Fry,Over there! Look! It's the moon landing site! We found it!
416,Leela,"Quick, get in."
417,Fry,"It's that flag from MTV! And Neil Armstrong's footprint!  Hey! My foot's bigger! Leela, isn't this the greatest thing you've ever seen?"
418,Leela,"Fry, look around. It's just a crummy plastic flag and a dead man's tracks in the dust.  Now get in here before you freeze."
419,Bender,"Oh, no room for Bender, huh? Fine! I'll go build my own lunar lander, with blackjack and hookers. In fact, forget the lunar lander and the blackjack. Ah, screw the whole thing."
420,Leela,Well if the oxygen holds out we might live long enough to starve to death.
421,Fry,"Look, Leela, I'm sorry. I never should have dragged you out here."
422,Leela,"That's right, you shouldn't have. I still don't get what the big attraction is."
423,Fry,I never told anybody this but a thousand years ago I used to look up at the moon and dream about being an astronaut. I just didn't have the grades. Nor the physical endurance. Plus I threw up a lot and nobody liked spending a week with me.
424,Leela,A week would be a little much.
425,Fry,"The moon was like this awesome, romantic, mysterious thing, hanging up there in the sky where you could never reach it, no matter how much you wanted to.  But you're right. Once you're actually here it's just a big dull rock. I guess I just wanted you to see it through my eyes, the way I used to."
426,Leela,"Fry, look. . It really is beautiful. I don't know why I never noticed before."
427,Farmer,"Had to come back for the Crushinator, eh, robot? Well I got you this time."
428,Fry,It's Amy! We're saved!
429,Leela,Amy? Where'd she learn to operate the controls like that?
430,Bender,Not the magnet! No! No! No--  Uh-oh!
431,Bender,"She'll be comin' round the mountain,
She'll be comin' round the mountain,
She'll be comin'--"
432,Farmer,"Aw, dang it!"
433,Bender,She'll be riding six white horses...
434,Leela,"So, Fry, was the real moon anything like the moon you used to dream about?"
435,Fry,Well ... close enough!
436,Bender,One more time!
437,Bender,Hey!
438,Hermes,"Fry, mon, if you're going to be living in the office you could at least be on time for work."
439,Fry,I'm sorry. I was up really late poking through people's desks.
440,Hermes,"Alright, people. I will now outline today's 12-point agenda. We'll begin with point one, then race forward--"
441,Hermes,Concerning our pest problem
442,Leela,What the hell are you doing? You're getting a huge dose of radiation!
443,Fry,And great lift!
444,Leela,Do you know how long it's going to take me to recalibrate these engines?
445,Fry,"Hey! When you look this good, you don't have to know anything."
446,Leela,"Professor, We need to talk to you about Fry."
447,Bender,"That's right, we want some money— Wait. What's this about Fry?"
448,Leela,He's a nice guy but we think it's about time he got his own place.
449,Farnsworth,"Oh, fuff! He's not causing any trouble. Now, if you don't mind, I'm rather busy. I seem to have mislaid my alien mummy.  This sarcophagus should contain the remains of Emperor Nimballa, who ruled Zuban 5 over 29 million years ago."
450,Fry,"Hey, Professor, great jerky!"
451,Farnsworth,"My God, this is an outrage! I was going to eat that mummy! Fry has got to go!"
452,Announcer,"Bachelor Chow, now with flavour!"
453,Commentator,And Bigfoot is down!
454,Fry,"Sheesh! 40,000 channels and only 150 have anything good on."
455,Announcer,All My Circuits is brought to you by Robo Fresh
456,Calculon,"I've been processing this for some time, Monique, and, well, will you marry me?"
457,Monique,It fits! Then you must know that I'm--
458,Calculon,"Metric? I've always known. But for you, my darling, I'm willing to convert."
459,Fry,"Hmm, must be a friend of theirs."
460,Bender,"Fry, we've got to discuss your living arrangements."
461,Leela,We've all talked it over and--
462,Bender,"Hey, All My Circuits! Move over."
463,Leela,"Fry, sometimes in close quarters, people do inconsiderate things without realising it."
464,Fry,I know but I forgive you.
465,Leela,"No, Fry, by ""close quarters"" I mean this office--"
466,Fry,Uh-huh.
467,Leela,"And by ""people"" I mean you!"
468,Fry,Right.
469,Leela,"And by ""inconsiderate"" I mean--"
470,Fry,Leela! We're trying to watch TV.
471,Bender,Yeah. Would you kindly shut your noise hole?
472,Fry,"So, who's that weird-looking guy?"
473,Bender,That's a human.
474,Fry,What's he do?
475,Bender,"Eh, the usual human stuff. He laughs, he learns, he loves."
476,Fry,Boring!
477,Human Friend,Calculon? I thought you were in a coma.
478,Calculon,"That's what I wanted you to think with your soft, human brain."
479,Fry,"Hey, uh, why is the TV getting smaller?"
480,Hermes,We'll bill you for the couch.
481,Bender,"Cheer up, meatbag. You've barely touched your amoeba."
482,Fry,It looked good but I just don't feel like eating. You want it?
483,Bender,"Nah, I'm trying to watch my input. I need plenty of wholesome, nutritious alcohol.  The chemical energy keeps my fuel cells charged."
484,Fry,What are the cigars for?
485,Bender,They make me look cool.
486,Fry,I can't believe they threw me out like that. I must have been really acting like a jerk.
487,Bender,"Yeah, but everybody's a jerk. You, me, this jerk.  That's my philosophy. So, where you gonna stay?"
488,Fry,I don't know. Do refrigerators still come in cardboard boxes?
489,Bender,"Yeah, but the rents are outrageous. Why don't you just come move in with me?"
490,Fry,Really? That'd be great! You sure I won't be imposing?
491,Bender,"Nah, I've always wanted a pet."
492,Bender,Here we are. Your new home.
493,Fry,"Cool! Y'know, I've never even seen a robot's apartment before."
494,Bender,"Come on in, I'll give you the tour!"
495,Bender,"Let's see, where to start. OK, this is the TV area, that over there's the breakfast nook, and over here is where you'll be living which is great because, until now, it's just been wasted space."
496,Fry,It's kinda cramped in here. I don't even have room to hang my clothes.
497,Bender,"Look, pal, you've only got one set of clothes and you're not taking them off while I'm here. Well, I'm bushed. G'night."
498,Fry,"Wait, Bender. Bender?"
499,Bender,Kill all humans ... kill all humans ... must kill all the humans.
500,Fry,"Bender, wake up!"
501,Bender,I was having the most wonderful dream. I think you were in it.
502,Fry,"Uh, listen, Bender. Uh, where's your bathroom?"
503,Bender,Bath what?
504,Fry,Bathroom.
505,Bender,What room?
506,Fry,Bathroom!
507,Bender,What what?
508,Fry,"Ah, never mind!"
509,Bender,"Hey, sexy mama, wanna kill all the humans?"
510,Leela,We sure are cheerful this morning.
511,Bender,"Yeah, this past week with Fry's been a blast! Y'know, beneath this warm, sunny exterior beats the cold, mechanical heart of a robot."
512,Leela,What happened to you?
513,Fry,"Oh, it's Bender's apartment. He put in carpeting yesterday so now my head hits the ceiling. Hey, do you realise you're standing at a weird angle?  Now you're OK."
