,Characters,Quotes
239,lisa,to give you an honest answer would reveal the deep crack in our
240,bart," oprah, may i address your tv audience?"
242,bart,"in this difficult age we live in, crap crap crap crap crap crap"
245,marge,"well, just a little hair spray, moose, copper wire, armorall,"
247,marge,and just remember to check it once a month for spiders.
248,marge,"all right, who's belching in here?"
251,lisa,"oprah, can i have your autograph?"
253,lisa,"oh, you're adopting me. it's all nice and legal i assure you."
256,lisa,it was nice meeting you.
269,lisa,don't you realize that playing with guns is an obvious cover-up
270,bart,"oh, yeah?  well ... why would anyone play with dolls?"
271,lisa,why would anyone play with you?
272,bart, why would anyone play with you?
273,lisa, why would anyone play with you?
274,bart, why would anyone play with you?
275,homer,why would anyone play with either of you?!
279,homer,"hey, no one messes with my brain . . .  until"
281,homer,"by eliminating covalence inhibitors, we create triple-dense"
282,homer,many of you *mock* my interest in the pastry sciences!
1352,homer,ohhhh.... how many grades does this school have!
1353,marge, the magic of the season has touched us all.
1354,homer,"marge, haven't you finished that stupid letter yet?"
1358,bart,"yeah, they're cool, and they last the rest of your life."
1359,marge,you will <not> be getting a tattoo for christmas.
1360,homer,"yeah, if you want one, you'll have to pay for it out of your"
1381,homer,"huh?  oh, i love you marge."
1382,marge,"homer, you tell me that all the time."
1383,homer,"oh good, because i <do> love you."
1384,marge,"well, i think it does have something to do with your christmas bonus."
1385,homer,marge...  oh... let me be honest with you...
1389,homer,i want to do the christmas shopping this year!
1402,homer,what do you mean?  all the time?  even when they're nuts??
1403,bart,"hey santa, what's shakin', man?"
1404,homer,"  what's your name, bart...ner?  uh, little partner?"
1405,bart,"i'm bart simpson, who the hell are you?"
1406,homer,"thirteen bucks?  hey, wait a minute."
1420,bart,"aw come on, dad.  this could be the miracle that saves the simpsons'"
1421,homer,"well, okay, let's go.  who's tiny tim?"
1424,lisa,"well, i wish you wouldn't because, aside from the fact that he has the"
1426,bart,"oh, dad, can we keep him?"
1427,homer,but he's a loser!  he's pathetic!  he's...
1433,lisa,"`id', triple-word score!"
1435,bart,as in ``this game is stoop-id''.
1436,bart,here we go.  kwyjibo.    k-w-y-j-i-b-o.
1438,bart,"kwyjibo.  uh... a big, dumb, balding north american ape.  with no chin."
1440,homer,"i'll show you a big, dumb, balding ape! "
1441,bart,  uh oh.  kwyjibo on the loose!
1448,bart,"  at the same time, the local train"
1455,homer,"yeah, it's a crummy system, but what are you going to do?"
1457,homer,oh no.  he can't mean that.  
1461,homer,nine hundred and twelve!!?!?
1469,bart,"oh, like you're reading my mind, man."
1473,homer,"my son, a genius!?  how does it happen?"
1478,marge,it's a big day for you.  why don't you eat something a little more
1479,homer,"nonsense, marge.  frosty krusty flakes is what got him where he"
1481,homer,maybe you should try some of this.
1483,homer,"i'm just saying, why not have <two> geniuses in the family?"
1485,homer,"don't worry, son, you can have mine."
1491,marge,"bart, i feel so bad for going so many years without... mmm..."
1494,marge,... nurturing your brilliant brain.
1495,marge,"i got tickets to the opera tonight.  hurry up, get dressed,"
1496,bart," oh, mom, not tonight..."
1497,homer,"come on, bart.  your mother's only trying to help, so go ahead"
1498,marge,"homer, you're going, too."
1499,homer,but i'm not a genius!  why should <i> suffer!?
1500,marge,"bart, stop fooling around!"
1501,homer,"don't stifle the boy, marge.  we're <supposed> to encourage him."
1504,bart,no way the bull's going to miss a target that big!
1512,bart,"mrs. krabappel, i didn't unlock that door!"
1513,bart,hey otto!  hey otto-man!
1525,bart,"mrs. krabappel, mrs. krabappel!"
1532,bart,waaaaaaaaauuuuuuuuuuuuuuuugh!
1537,bart,"da-da, da da-da, da, whoa!"
1551,bart,what does incompetent mean?
1553,bart,"oh, okay.  i thought you where putting me down."
1561,lisa,here's a good job at the fireworks factory.
1562,homer,"those perfectionists, forget it."
1563,lisa,"how about this, a supervising technician at the toxic waste dump."
1564,homer,"i'm no supervising technician, i'm a technical supervisor."
1565,bart,is mister freely there?
1567,bart,"freely, first initials i. p."
1570,marge,"are you all right, homer?"
1571,homer,"i'm fine, i'm just thinking."
1572,marge,"i've been thinking, too.  you know homer, you've always been such a"
1573,homer,you think you can still do that line of work?
1574,marge,"sure, you never forget.  it's just like riding a bicycle."
1578,lisa,dad!  eat something!   it's got mustard on it.
1581,bart,all he does is lie there like an unemployed whale.
1582,lisa,i don't know what else to do.
1584,bart,there's only one thing we can do... take advantage of the old
1587,homer,beer.  now there's a temporary solution.
1592,homer,boy!  this intersection is dangerous.  someone oughta put a
1593,marge,"oh, homer, how could think of killing yourself?  we love you."
1594,lisa,"yeah, dad, we love you."
1597,homer,kill myself?  killing myself is the last thing i'd ever do.  now
1600,homer,"ladies and gentlemen, esteemed councilmen, boys and girls,"
1602,homer,i think we should put a stop sign on d street and twelfth.  the
1604,homer,"but come on, we all know this is small potatoes.  there's a"
1606,homer,i'm talking about <that>!  
1607,marge,you mean your going to pick on your old bosses?
1612,homer,"that's ok, i'll just assume you said what i thought i heard you say."
1622,homer,"safety?  but sir!  if truth be known, i actually caused more"
1623,homer, me in charge of safety?
1625,homer,"what the hay, i'll take the job."
1627,homer,"hmmmm, you put it that way it does sound a little far-fetched,"
1630,bart,yeah?|     |oh yeah?|     |yeah?|     |oh <yeah>?|
1631,lisa,|yeah!|        |yeah!|     |yeah!|          |yeah!
1633,lisa,we were fighting over which one of us loves you more.
1634,homer,"  aww... well, go ahead."
1635,bart,you love him more.|      |no i don't!|             |<no i don't!>
1636,lisa,"|no, <you> do!|       |yes you <do>!|"
1637,homer,are you sure that's enough?
1638,marge,"oh homer, mr. burns just said he liked it... [indicates with her"
1639,homer,"marge, that's the only time he's ever spoke to me without using the"
1640,homer,"okay, now look.  my boss is going to be at this picnic, so i want"
1646,homer,"ah, afternoon mr. burns!"
1654,homer,"don't correct the man, brat!"
1656,bart,hear that dad?  you can lie around in your underwear and scratch
1657,homer,  now you listen to me!
1659,homer,"  no, heh heh heh.  just congratulating"
1660,homer,"now, remember!  as far as anyone knows, we're a nice, normal family."
1661,lisa,hey bart!  last one in the fountain's a rotten egg!
1662,homer,d'oh!    be normal!  be normal!
1663,marge,do you think we should leave the kids unsupervised?
1665,homer,bart!  lisa!    willya... d'oh...  where are are
1666,bart,"oops.    whoa, careful dad.  blow a gasket, and"
1667,homer,you remember the rules from last year?
1668,bart,"yeah, shut my mouth and let your boss win."
1672,marge,"well, it's a greatness that others can't see... but it's there, and"
1680,marge,"here we sit, enjoying the shade."
1682,marge,drink the drink that i have made.
1684,marge,"he's here with me, my one and only."
1686,marge,"drink, my friends and don't be lonely."
1689,homer,"snap out of it marge!  you've gotta come with me, the boss is going"
1690,marge,"whoa, oh, i'm not much of a drinker.  "
1691,homer,"you picked a perfect time to start, you... "
1697,homer,"quick bart, give me a kiss."
1698,bart,"kiss you?  but dad, i'm your kid!"
1701,marge,homey!  get in the car!
1702,lisa,this is where you belong!
1703,bart,"yeah homer, room for one more!"
1706,homer,"dear lord, thank you for this microwave bounty, even though we"
1708,homer,sometimes i think we're the worst family in town.
1709,marge,maybe we should move to a larger community.
1710,homer,"look at that, kids!  no fighting, no yelling."
1712,lisa,their dad has a shirt on!
1714,bart,these people are obviously freaks.
1715,bart,"whoa!  look at this place, what a dump!"
1716,homer,"it's worst than you think, heh heh heh.  i just trampled this poor"
1717,marge,"ho-mer, this is <our> house."
1721,homer,you can't talk way about my kids!  or at least two of them.
1736,homer,"all right, time for a family meeting.  "
1737,lisa,why can't we have a meeting when <you're> watching tv?
1738,homer,"now look... you know and i know this family needs help, professional"
1740,lisa,you're sending us to a doctor who advertises on pro-wrestling?
1741,homer,"boxing, lisa, boxing.  there's a world of difference."
1742,homer,to save this family we're gonna have to make the <supreme> sacrifice.
1743,lisa,no dad!  please don't pawn the tv!
1744,bart,"aw come on, dad, anything but that!"
1745,marge,"homer, couldn't we pawn my engagement ring instead?"
1746,homer,"i appreciate that, honey,"
1747,homer,  would you pay $150 for this <lovely> motorola?
1749,homer,as ready as she'll ever be.
1750,marge," homer, you raided the college fund, the tv... homer,"
1751,homer,"hey!  no pain, no gain!"
1753,homer,cash of course!  i've got two hundred and fifty dollars right here
1754,bart,"you really want to impress her, show her the big empty space where"
1756,lisa,we would if we had one.
1758,homer,"wait a minute, these mallet things are padded with foam rubber."
1759,bart,"they work much better without the padding, doc."
1767,marge,  bart!  how could you shock you little sister?
1768,bart,my finger slipped.    whaaaaagh!
1771,marge,bart!  lisa!  stop that!  
1791,bart,"you know, there are names for people like you."
1793,bart,teacher's pet!  apple polisher!  butt-kisser!
1794,homer,"bart, you're saying butt-kisser like it's a bad thing!"
1795,bart,you sniveling toad!  you little egg-sucker!
1797,lisa,"  you'll never get one now, name-caller."
1798,bart,"all right, all right.  look, i'm sorry.  i, i got upset."
1799,lisa," you weren't thinking, were you."
1801,lisa,"i'm <not> a sniveling toad, am i?"
1803,lisa,"i'm <not> a little egg-sucker, am i?"
1806,bart,a beautiful human being.
1807,lisa,  what do you like best about me?
1808,bart," well, i'd have to say..."
1809,lisa,"well...   open your mouth and close your eyes, and you will"
1811,lisa,"[gets up.  the bus stops, and a cupcake falls out of the box."
1812,bart,"  thanks, lis.  you're the best!"
1825,bart,"well, i had a run-in with a... bully."
1827,homer," come on, marge!  i don't bug you when you're helping lisa!"
1828,marge,"well, bart, i hope you're going straight to the principal about this."
1829,bart,i... guess i could do that.
1830,homer,what!?  and violate the code of the schoolyard!?
1831,marge,"what on earth are you talking about, homer!?"
1832,homer,"the code of the schoolyard, marge!  the rules that teach a boy to be"
1834,marge,this bully friend of yours.  is he a little on the chunky side?
1835,bart,"yeah, he's pretty chunkified, all right."
1836,marge,"mmm.  and i'll bet he doesn't do well in his studies, either."
1837,bart,"no, he's pretty dumb.  he's in all the same special classes i am."
1838,homer,"you didn't expect that, did you.  and neither will he."
1839,bart,"you mean that i should fight dirty, dad?"
1840,homer,"unfortunately, son, we simpsons sometimes have to bend the rules"
1842,homer,"so the next time this bully thinks you're going to throw a punch,"
1844,homer,and there's nothing wrong with hitting someone when his back is turned.
1846,homer," and if you get the chance, get him right in the family jewels."
1848,lisa,why don't you go see grampa?
1850,lisa,he'll give you good advice.  he's the toughest simpson alive.
1852,lisa,"yeah, remember the fight he put up when we put him in the home?"
1860,bart,"did, did you lose your arm in the war?"
1866,bart,"pssst.  grampa, i think this guy's a little nuts."
1869,bart,"okay, we all know why we're here, right?"
1871,bart,"to fight nelson, the bully.  that guy has been tormenting all of"
1872,bart,i got a b in arithmetic.
1874,bart,would have got an a but i was sick.
1876,bart,"we are rubber, you are glue."
1878,bart,it bounces off of us and sticks to you.
1884,bart,"what's the matter with you, soldier!"
1886,bart,your nerves!    i won't have cowards in my army.
1888,bart,in english class i did the best.
1890,bart,because i cheated on the test.
1896,bart,"we are happy, we are merry."
1898,bart,we got a rhyming dictionary.
1909,homer,"all right, you kids!  keep it down!  am i making myself cl--"
1911,homer,you!  up in the tree!  the tall grey-haired kid!  you come down
1921,homer,"where the hell are my keys?  who stole my keys?  come on, i'm"
1922,marge,"oh homer, you'd lose your head if it weren't securely fastened to"
1924,homer,the den!  great idea!  
1926,homer,you know where my keys are?
1927,bart,"no, i'm talking about your breakfast.  "
1929,marge,"i'm sorry everybody, but i've only got two cupcakes for the three"
1930,bart,"well mom, one of us has scarfed down more than enough cupcakes"
1932,lisa,just take mine.  a simple cupcake will bring me no pleasure.
1935,lisa,but mr. largo!  that's what my country's all about.
1937,lisa,i'm wailing out for the homeless family living out of a car.  the
1939,lisa,"every day at noon a bell rings, and they herd us in here to"
1943,lisa,"in other words, to dodge the ball."
1947,homer,"come on, come on, let's go."
1949,homer,must you do this every time...
1950,bart,homer ``the human punching bag'' simpson!
1951,marge,they sent a note from school.
1952,homer,  what did you do this time you little hoodlum?
1953,bart,"i didn't do it, no one saw me do it, there's no way you can prove"
1955,homer,  lisa refuses to play dodgeball because she is
1956,lisa,"it's not that kind of sad.  i'm sorry dad, but you wouldn't"
1957,homer,"oh sure i would, princess.  i have feeling too, you know, like"
1958,lisa,"sorry dad, i know you mean well.  "
1959,homer,thanks for knowing i mean well.
1960,bart,"gee homer, it looks like you've got yourself a real problem on"
1961,homer,you're right... uhh... bart!  vacuum this floor!
1962,bart,hey man!  i didn't do anything wrong!
1963,homer,in times of trouble you've got to go with what you know.  now hop
1966,bart,"oh, too bad.  well i've certainly had fun vacuuming.  maybe now"
1967,lisa, so typical of bart.  all he thinks about is himself.
1968,bart,hey!  don't say stuff like that about me to maggie.  she's on my
1969,lisa,is not!|       |is not!|       |is not!
1970,bart,|is too!|       |is too!|
1971,bart,"is too!  watch, i'll prove it.  maggie, come to the one you love"
1973,lisa,"no maggie!  come here girl, come to me."
1974,bart,"  come on maggie, the choice is obvious."
1975,lisa,"  no maggie, don't go for the glitter, look for"
1977,lisa," all right maggie, just go to bart."
1978,bart,"egg-zactly, come to the one you love best."
1980,homer,lisa!  what did i tell you about playing that saxamuhthing in the
1981,lisa,i was just playing the blues... dad. 
1982,homer,"lisa, i'm sorry.  i didn't mean to yell.  go ahead, play your"
1983,lisa,"no, that's okay, dad.  i'll just work on my fingering, unless my"
1984,homer,let's hear it.    you just clack as loud as you
1985,lisa,that was beautiful.  what's it called?
1988,bart," put up your dukes, homer."
1989,homer,agggh!  bart!  go easy on me!  i'm your dad!
1990,bart,"i <am> going easy on ya.   and slow,"
1992,marge,"i don't know... bart's such a handful, and maggie needs"
1993,homer,"oh, so that's it, this is some kind of underwear thing."
2001,lisa,"ewwww, how'd you get a name like that?"
2006,lisa,i got a bratty brother.
2007,marge,lisa!  get away from that jazz man!
2008,lisa,"but mom!  can i stay a little longer?  can i mom, can i?"
2009,marge,"come on, come on.  we were worried about you."
2012,homer,"waugh!    marge!  marge, you"
2014,homer,oh then you've heard.  oh god!  what are we going to do?  the
2017,bart,"me three, whatawe talking about?"
2019,marge,"do you think you could be nice enough to your sister, bart?"
2021,marge,you do love her don't you?
2023,marge,"well you do, don't you?"
2024,bart,"  don't make me say it.  you know the answer, i"
2025,marge,"okay, bart, you don't have to say it, but you do have to have a"
2032,homer,give me some quarters... i'm doing my laundry.
2034,homer, where's the video boxing?
2038,homer,"  no, me!  no, meeee!  now listen..."
2042,homer,whyyoulittle... woof woof woof!
2044,lisa,"ahem.  [marge waits for her to say something, but lisa turns"
2045,marge,"now lisa, listen to me, this is important.  i want you to smile"
2046,lisa,but i don't feel like smiling.
2047,marge,"well it doesn't matter how you feel inside, you know?  it's what"
2049,marge,"no, come on.  you can do better than that."
2052,lisa,  i feel more popular already.
2061,bart,"i'm gonna knock you out one more time and that's it, this is"
2062,homer," try not to kill me too hard, son.  heh heh heh."
2064,marge,"i'd like your attention, please."
2065,homer,quiet marge!  this is my big moment!  bart the bloody pulp
2066,marge,"i'm sorry, but this is more important than that silly loud game."
2067,bart,you're right mom.  i'd just like to use this occasion to announce
2070,bart,"does it have its own satellite dish, sir?"
2072,homer,does it have a deep fryer?
2075,lisa,this is better than our house!
2077,homer,is that a good siren?  am i approved?
2079,homer,don't you have something that isn't out of my price range?
2082,bart,i hate this.  i don't want to go.
2084,bart,turkey farm?       skunks?       slaughterhouse?
2085,lisa,no.           no.                   no.
2086,marge,what are you kids doing?
2087,lisa,we're playing ``name that odor''.
2092,marge,"homer, i'm telling you, this is not the interstate."
2095,marge,don't worry.  we all are.
2100,lisa, the simpsons have entered the forest.
2102,homer,"yes sir!  this is a real adventure!  why, i bet there are people who"
2103,bart,you mean like <we> just did?
2104,marge,oh homer... what are we going to do?
2105,homer,"now, don't worry.  our situation isn't as bad as it seems."
2111,lisa,"remember, dad.  the handle of the big dipper points towards"
2112,homer,"heh heh, that's nice, lisa.  but we're not in astronomy class."
2130,bart,"murderous mob, i beg you to spare our lives, at least until you've"
2132,bart,uh... about twenty-three minutes and five seconds.
2133,marge,"bart, assume the position."
2140,marge,"can you believe this, homer? ... homer?  homer?"
2142,marge,"  homer, were you planning on sitting in the"
2146,bart,"uh, ma'am?  what if you're a really good person, but"
2152,bart,what about a robot with a human brain?
2154,marge,"lisa, bart, what did you two learn in sunday school today?"
2155,lisa,the answers to deep theological questions.
2156,bart,"yeah, among other things, apes can't get into heaven."
2157,homer,what?  those cute little monkeys?  that's terrible.
2159,homer,"i can understand how they wouldn't let in those wild jungle apes, but"
2160,bart,"cool, man, space mutants 4.  let me off!  let me off!"
2162,homer,"marge, they're only space mutants."
2163,marge,uh uh.  i know what those movies are like.
2164,bart,you guys are sneaking in?
2167,bart,"but sneaking into movies is practically stealing, man."
2170,bart,"well, okay.  i just wanted to make sure we aren't deluding ourselves."
2173,bart,i was wondering.  how important is it to be popular?
2174,homer,"i'm glad you asked, son.  being popular is the most important thing"
2175,bart,"like, sometimes, you could do stuff that you think is pretty bad,"
2176,homer,"you're not talking about killing anyone, are you?"
2180,homer,"then run along, you little scamp!  "
2182,homer,"ooh, look at this one!  the hammer of thor!"
2183,lisa,valhalla is where vikings go when they die.
2190,lisa,this is going to be the best birthday breakfast mom ever had!
2191,bart,"  hey lis, you think that's enough"
2193,lisa,i hope she likes the presents we got her.
2194,bart,[produces a 10-litre jug labelled `french perfume' (in english)]
2195,bart,i get to lick the beaters!
2197,bart,"whago, agh agh aghh!  weetha!  mugh humgb ipht paht im dapt beiter,"
2199,homer,  aaggh!  whaa... what!
2200,lisa,here's your birthday breakfast!
2201,marge,  ooh!  well isn't this nice!
2204,homer,it's my birthday!  what did i get?  i <love> birthdays!
2206,bart,you don't even know your own wife's birthday?
2207,homer,"well, of, ... of course i know!  sure!  "
2208,bart,"oh, right.  what did you get her dad?"
2210,homer,  a very... thoughtful gift... but it's a surprise!
2211,marge,"patty, he's out buying me something right now."
2218,lisa,i think she likes my present better.
2222,lisa,|         |         |does too!
2223,bart,|         |         |         |does not!
2224,lisa,then how come she's not putting on any of your perfume?
2225,bart,"  yeah...  hey mom, how come you're not putting on any of my"
2226,marge,  well i'm saving it... for a special occasion.
2227,bart,what the hell are you talking about?  there's gallons of it!
2229,marge,"  but this occasion is already so special,"
2230,bart,gotcha!    i told you she liked mine better.
2232,homer,"don't worry, this frosting will come right off. "
2233,marge,"well it's hard for me to judge, since i've never bowled in my life!"
2234,homer,"well if you don't want it, i know someone how does..."
2235,marge,"excuse me, where do i throw this?"
2239,marge,"no thanks, i'm just here out of spite."
2245,marge,  hmhmm... thirteen double a.
2249,marge,no no.  homer is my... ball's name.
2251,marge,"no, no thank you mister...  brunswick."
2252,marge,you're a very good teacher!
2254,marge,what do you charge for lessons?
2265,marge,|          |    |    |    |smooth.
2267,marge,|          |    |    |    |       |       |yes.
2275,bart,my compliments to the delivery boy.
2276,homer,"ok, we've eaten and eaten well.  now what else do we have to do?"
2279,homer,"huh?  wah?  oh,  how was bowling?"
2280,marge,it's a very challenging hobby.
2281,homer,"heh heh,  it's a sport dear.  it's a sport you silly thing."
2282,marge,but i think i'll do much better tomorrow night.
2283,homer,  oh!  you're going back?
2284,marge,"oh sure, if you don't mind taking care of the kids again."
2285,homer,"  oh, no,  i don't mind."
2286,marge,"jacques!  it fits, you got it in my size and it has my name on it."
2289,marge,you didn't have to drop me off.
2291,marge,"errrr, jacques!  i'm a married woman!"
2297,marge,"  mmmm, mmmmm... all right!"
2301,lisa,are you going bowling again tonight mom?
2302,marge,"yes i am, as a matter of fact.  [tops up their lunches, to bart's"
2303,bart,"  hmmm, wednesday.  hoagie night!"
2304,marge,"  goodbye lisa, my darling little lisa."
2305,bart,"hmm, great lunches, hey lis?"
2306,lisa,"oh bart, don't you see?  this is what psychologists call over-"
2307,bart,"hey, don't rock the boat man.  whatever it is, we're making out like"
2308,lisa,"bart, i've read about what happens to kids who's parents no longer"
2313,bart,am not!  am not!  am not!
2316,marge,"i'm a married woman, please don't call me that."
2318,marge,"  oooo, well thank you."
2328,marge,you certainly have a lot of bowling trophies.
2334,marge,like two fragile bowling pins.
2341,bart,"hey dad!  whatawe say we toss the old apple around, huh?  sound like"
2342,homer,"son, i don't know if i can lift my head, let alone a ball."
2343,bart,"come on dad, get the lead out."
2344,bart,"  simpson checks the runner on first, he's"
2346,bart,"lisa, lisa, i think you're right about dad.  there's something very"
2347,lisa,"bart, welcome to stage three, fear."
2348,bart,  well come on!  we've got to do something man!
2349,lisa,"sorry bart, i would love to help you but i am mired in stage five,"
2350,bart,"look dad, i don't know what's going on, but once you gave me some"
2351,homer,i gave you advice?  get outta here.
2352,bart,"yeah, you did.  you told me when something's bothering you, and you're"
2354,homer,"marge, may i.. speak to you?"
2356,homer,"you know, i've been thinking.  everyone makes peanut butter and jelly"
2363,homer,"how can i eat it?  she made it,  it's all i have left."
2364,homer,"marge!  what a lovely surprise!  you're hear to see me, right?"
2367,homer,"tell him i'm going to the back seat of my car, with the woman i love,"
2369,marge,so how was the office birthday party?
2370,homer,"oh, it was de-lightful!  the frosting on the cake was this thick!"
2371,marge,does this girl like him?
2372,homer,"pffft.  i have to warn you marge, i think the poor young thing has the"
2374,homer,"just keepin' you on your toes, babe."
2375,homer,"well, from now on, exercise every morning homer!  [does"
2376,marge,"ooh, don't strain yourself, dear."
2378,marge,"mmmhmmm.  eugene fisk, isn't he your assistant?"
2380,marge,didn't he used to be your assistant?
2381,homer,"hey, what is this!  the spanish exposition?"
2383,bart, oh-ho!  it's the fe-mail-man!
2397,bart,"sorry dad, the answer to that is top secret."
2398,lisa,"ewwww, gross.  momm!  bart was taking a picture of his butt!"
2401,bart,ahoy!  this place bites!
2404,bart,"a-huh-ha-hmm, let's see...   this evening i shall"
2406,bart,"... with extra tentacles, please."
2408,bart,heh heh... urrggghh... 
2409,marge,"bart, quit fooling around and eat your dinner!"
2411,bart, may i please be excused for a minute?
2412,marge,"well okay, but don't dawdle.  your food will get cold."
2419,bart,"  beats me, but the guy dancing with her"
2423,bart,will you swear not to let another living soul get a copy of this
2425,bart,cross your heart and hope to die?
2427,bart,stick a needle in your eye?
2429,bart,jam a dagger in your thigh?
2431,bart,eat a horse-manure pie?
2438,homer,"sorry buddy, you've got me confused with fred flintstone."
2440,homer,whyarreeuumpht...  meaningless!  marge...  don't even attempt to find
2448,homer,"look, marge... honey... baby... doll..."
2449,marge,"  homer, i don't even want to look"
2450,homer,"what are you saying, honey?    but where will"
2451,marge, my suggestion is you sleep in the filth you created!
2455,homer,"oh moe, my wife gave me the ol' heave-ho because of some lousy picture."
2458,homer,"look barney, see the row of tiny lights up there?  the middle one is"
2465,homer,"uh, mister burns, in spite of what everybody thinks, i'm no loverboy."
2467,homer,"i don't really know, sir."
2469,homer,"well oh, wine 'em... dine 'em..."
2471,homer,bring them flowers..  write them love poetry... sir.
2473,homer,"hello marge?  it's me, homer.  are you still mad?"
2475,homer,"you <are> still mad.  don't need to say it, i'm your loving husband, i"
2476,marge,"  homer, you don't even know why you're apologizing."
2477,homer,"yes, i do.  because i'm hungry, my clothes are smelly, and i'm tired."
2478,marge,you taught bart a very bad lesson.  your boy idolizes you.
2480,homer,hey princess!  it's me!  the guy from the snap shot!
2482,homer,"look, i'm here because i want to apologize for treating you like an"
2484,homer,i also want my boy to find out that you're more than just a belly.
2486,bart,nice to meet you ma'am.  
2487,homer,could you tell him a little about yourself?
2498,bart,what can i say?  i got a weakness for the classics.
2499,homer,"  oh, maaarge, i'm still hurt!               \\"
2500,marge,"  oh, homer.  how many times do i have to fluff"
2501,homer,"actually, i was wondering if you could make me a grilled-cheese"
2503,homer,"make sure it's squished flat, and crunchy on the outside."
2504,marge,"i know how you like 'em, homer."
2505,homer,"oh, and can i have some of those wieners that come in a can?"
2507,homer,"oh, hello, principal skinner.  i'd get up, but the boy crippled me."
2510,marge,"deportation!?  you mean, kick bart out of the country?"
2511,homer,"eh, hear him out, marge."
2515,marge,but bart doesn't speak french.
2517,homer,"yeah, but what about bart?"
2520,homer,"you mean, all white with pink eyes?"
2521,bart,"and i'd get to take a plane there, wouldn't i, mom?"
2525,lisa,"you know, in albania, the unit of currency is called the lek."
2527,lisa,and the national flag is a two-headed eagle on a red field.
2528,homer,give me the ol' stars-and-stripes!
2529,lisa,and the main export is furious political thought.
2532,lisa,i'm defending a country where people can think and act
2537,homer,"please, please, kids, stop fighting."
2538,marge,i'll just clean the dishes...
2540,homer,"look, adil, you can call me `dad'."
2542,homer,"awwww, you called me `dad'."
2543,homer,"hey, lenny, does this place have one of those plutonium"
2551,bart,"yeah, but it's got anti-freeze in there."
2553,bart,you gotta help me.  these two guys work me night and day.
2555,homer,"i'm his neighbor, what'd he do?"
2672,marge,"my, all this senseless violence.  i don't understand the appeal."
2673,bart,"we don't expected you to, mom."
2674,lisa,"if cartoons were meant for adults, they'd put them on in prime time."
2681,homer,"bart, you know that guy on your lunchbox?"
